ds,yhat,yhat_lower,yhat_upper
2023-12-11,621.3678189146217,-246.01218346356433,1501.5254937014972
2023-12-14,641.2514117736409,-208.65046858019585,1542.9355494981473
2023-12-15,723.3272393366942,-136.35755281712008,1592.159750469294
2023-12-17,622.277992334598,-280.1204783179569,1542.5350073096638
2023-12-19,732.9404660688846,-138.5727072989461,1648.9900586211731
2023-12-20,785.1295793657484,-28.36323191884622,1683.0542915593803
2023-12-21,642.4624839791193,-191.54946902476308,1557.3052770842082
2023-12-23,806.555916238511,-0.6302376958276198,1695.4758877210388
2023-12-24,623.4890645399171,-231.04560261094744,1489.8185097094
2023-12-26,734.1515382744151,-149.12801429787163,1656.955171923094
2023-12-28,643.6735561847623,-239.0700139930153,1536.9217344868036
2023-12-29,725.7493837477551,-210.1827509476867,1555.433856322039
2023-12-30,807.7669884441411,-154.93186001543728,1681.4625896256046
2023-12-31,624.700136745346,-320.4333826517727,1490.5118826827209
2024-01-01,625.0010355312719,-289.7324269985545,1509.7393972012092
2024-01-02,735.3626104794382,-144.25511832251533,1660.4416840268866
2024-01-03,787.5517237765862,-59.84918503857136,1682.144474233594
2024-01-04,644.8846283902407,-231.23638511753833,1515.4806080897422
2024-01-05,726.9604559525213,-231.34404148479595,1621.344365537459
2024-01-06,808.9780606494405,-77.27022977019034,1691.656917389856
2024-01-07,625.9112089506649,-254.88150847281779,1473.7756869197167
2024-01-08,626.2121077364147,-287.5091689694237,1529.6628300442803
2024-01-09,736.5736826850199,-129.61326881765393,1639.3384729525676
2024-01-10,788.7627959818177,-99.42530065926708,1677.5432108263067
2024-01-11,646.0957005955453,-231.64613270946273,1529.5085764449711
2024-01-12,728.17152815824,-171.19435070258416,1609.3547354376883
2024-01-13,810.1891328551342,-67.20451168018803,1740.2823417153777
2024-01-14,627.1222811560938,-281.10779283090295,1511.1956961617345
2024-01-15,627.4231799419649,-277.71072580850205,1512.2707523025479
2024-01-16,737.7847548906018,-171.0476138786594,1678.492189148414
2024-01-17,789.9738681872991,-183.58081213259024,1688.0447463816993
2024-01-18,647.3067728010236,-241.2244213580769,1566.8582876285247
2024-01-19,729.3826003639588,-251.53196581102682,1574.2761669278786
2024-01-20,811.4002050605991,-117.08906326855116,1664.2719229929753
2024-01-21,628.333353361303,-256.0706544703456,1539.2561160067482
2024-01-22,628.6342521475149,-297.58951194506284,1471.2304202534372
2024-01-23,738.9958270961323,-193.25972759398985,1626.0575762809433
2024-01-24,791.1849403931172,-115.5675672381695,1695.890986103937
2024-01-25,648.5178450063282,-209.3761616599203,1492.97071203165
2024-01-26,730.5936725694892,-118.70947120396048,1556.753512637558
2024-01-27,812.6112772660638,-51.29944757915971,1655.5204147391885
