ds,yhat,yhat_lower,yhat_upper
2023-03-26,667.6460029289257,-391.9866579437088,1781.2113474235537
2023-04-01,982.089310917461,-22.970958001771237,2074.1376227312094
2023-04-02,669.1071508694271,-520.3466781140977,1764.1724242115467
2023-04-05,653.329158125952,-412.44955289503054,1723.7374954653264
2023-04-06,568.7224230968794,-568.570211662349,1596.7347995146738
2023-04-08,983.5504588569174,-112.60799559440255,2048.90583064349
2023-04-09,670.5682988088483,-452.3233852473665,1802.9889668682606
2023-04-10,628.5612658937149,-475.61957336722986,1711.7706305827999
2023-04-12,654.7903061036161,-474.88147270050825,1678.0583847813984
2023-04-13,570.1835710944358,-506.67434274987363,1602.9171493290066
2023-04-18,798.2791272828902,-305.4558749301884,1856.9234460404193
2023-04-19,656.251454177508,-355.7036034661553,1829.426084985967
2023-04-20,571.6447191683319,-552.9614467410026,1631.8138216766931
2023-04-21,543.1762096757506,-513.2594261342848,1686.8478500189449
2023-04-24,631.4835620419129,-401.1772637729725,1747.6254243492256
2023-04-26,657.7126021210473,-408.9087916668885,1771.2009187527515
2023-04-27,573.1058670454868,-558.1349399071253,1729.97540230514
2023-04-28,544.6373574874635,-629.4534597825364,1563.4060879265862
2023-04-30,674.951742618979,-396.449690332195,1739.2072896028376
2023-05-02,801.201422905631,-336.43819670887626,1948.3159957034097
2023-05-03,659.1737497351274,-471.0925345896392,1745.9362031721014
2023-05-05,546.0985051021014,-496.50146743645905,1639.5957877440628
2023-05-06,989.3949797135507,-120.38388059221822,2018.3405623722642
2023-05-07,676.4127490058859,-380.31493299511095,1754.3703921252472
2023-05-08,634.4056454309084,-388.6699314549648,1708.2259309577803
2023-05-09,802.66228806587,-311.1884237232173,1932.2493067223288
2023-05-13,990.855633033914,-129.80328331665822,2026.4356754162548
2023-05-14,677.8734023262142,-344.1602983962818,1780.0358596187477
2023-05-15,635.8662987509085,-540.4882273043494,1678.7668228499315
2023-05-16,804.1229414296963,-271.31032691299146,1896.238910013768
2023-05-17,662.0951976870502,-464.4451738588876,1703.8494428178867
2023-05-18,577.4883920415197,-409.66323125119976,1608.2871229229988
2023-05-19,549.0198119132078,-516.9672747555063,1668.7327884997446
2023-05-20,992.3162865663331,-140.42041750204118,2078.749523681917
2023-05-21,679.3340559006951,-420.4706761897915,1850.4748944719074
2023-05-23,805.5835950468194,-238.78071539283744,1861.197051505456
2023-05-25,578.9490454257993,-594.8068300316561,1700.7360889228974
2023-05-27,993.776939717275,-138.84653544242306,2105.663076771597
2023-05-30,807.0442478482456,-271.9643673892384,1912.8634509853496
2023-05-31,665.0165039899621,-413.92960604746554,1733.5409884391506
2023-06-02,551.9411179809819,-382.34265858787273,1719.5212983474926
2023-06-04,682.2553617359173,-416.59793713429696,1754.025516334867
2023-06-05,640.2482580875646,-333.22585585292705,1771.513940263444
2023-06-06,808.5049005891465,-204.82518117979424,1916.024171906199
2023-06-07,666.4771566713027,-450.8182347777547,1713.530520748374
2023-06-09,553.4017705435124,-557.4208578648796,1679.0502985506992
2023-06-10,996.6982450211455,-152.38756820672924,2098.56863304218
2023-06-11,683.7160141798379,-370.1889800961442,1789.656181034528
2023-06-12,641.7089104713839,-462.70429822231944,1658.6902044284063
2023-06-16,554.8624230615784,-484.7202115743069,1692.8578029211128
2023-06-18,685.1766667669499,-379.65739177267426,1861.263899093485
2023-06-19,643.1695630917405,-488.92129734037775,1781.4330106610996
2023-06-20,811.4262056280684,-272.11290905721734,1878.6779780250667
2023-06-21,669.3984617436233,-448.524869789173,1802.331252195731
2023-06-24,999.6195501957493,-131.92165833358376,2103.9522112672944
2023-06-25,686.6373193880552,-415.9643952001574,1726.8167034405808
2023-06-26,644.6302154901978,-443.50447977287894,1750.2257291939877
2023-07-01,1001.0802014829695,-112.93351805509006,2069.65825188227
2023-07-03,646.0908665550216,-437.9568554783604,1725.7877349824012
2023-07-08,1002.5408525476614,-68.92627478747411,2133.7464909016153
2023-07-11,815.808159934687,-348.6911266388054,1930.438837778281
2023-07-12,673.7804158273267,-404.0584308135132,1776.4486898861987
2023-07-13,589.1736098173781,-475.05655227914144,1694.019080966078
2023-07-14,560.705029221632,-592.8529039968147,1686.050813962038
2023-07-19,675.241066283619,-448.77759575765333,1756.9396481091
2023-07-21,562.1656795759147,-504.80594849367026,1654.9056611344713
2023-07-23,692.4799226330177,-435.22400068896917,1746.6757470576108
2023-07-24,650.4728186327776,-488.37958535636744,1742.6289811592876
2023-07-25,818.7294608456831,-254.6849388283015,1966.5846435756987
2023-07-26,676.7017166379032,-376.16570546436867,1849.3466600433642
2023-07-27,592.0949105469932,-474.3816524893366,1746.9346754596922
2023-07-28,563.6263299739147,-444.04626771478684,1661.702981121539
2023-07-29,1006.9228041833317,-69.37686814301327,2053.7555666891635
2023-07-30,693.9405730738611,-429.8720718934619,1766.4358607551912
2023-08-01,820.1901113304392,-188.93104289365158,1859.8348641300172
2023-08-02,678.1623671440758,-484.1556032302147,1843.1837376524145
2023-08-03,593.555561054385,-519.6597626873265,1671.7395501193066
2023-08-05,1008.383454676795,-104.52439996919937,2092.6161096411756
2023-08-06,695.4012235599425,-447.44303052566346,1701.58263500844
2023-08-07,653.3941195765353,-476.2071112416048,1773.6190265424987
2023-08-11,566.5476309328977,-571.2022916246254,1627.993629063845
2023-08-12,1009.8441051366558,-136.1873119201428,2063.3975288753504
2023-08-13,696.8618740194588,-386.6787983606,1780.4301235221055
2023-08-14,654.8547700353031,-489.15104363922603,1740.1589251075288
2023-08-15,823.1114122289881,-196.28172591577774,1966.0757023082479
2023-08-17,596.4768618705203,-472.47781445018205,1682.5088043365727
2023-08-18,568.0082812561918,-437.52204387969823,1698.6633510508589
2023-08-19,1011.3047554255263,-13.942172009805152,2095.722653513974
2023-08-20,698.322524274674,-399.2933352527981,1817.4487766236853
2023-08-21,656.3154202565321,-337.533633951206,1754.0945428238292
2023-08-24,597.9375120911604,-522.5720169402025,1717.3216343684257
2023-08-25,569.4689313575902,-533.6266572734478,1584.472796198117
2023-08-26,1012.7654054066581,-71.65417381895855,2178.748872215031
2023-08-27,699.7831741373789,-363.7946397552253,1826.198762791531
2023-08-31,599.3981614755114,-461.8535395039287,1716.9764583963874
2023-09-01,570.929580742157,-592.4527058045961,1536.5036011105128
2023-09-02,1014.2260547909373,49.75136355269352,2163.0734941276764
2023-09-03,701.2438235210589,-366.95984264904075,1785.6151813360975
2023-09-04,659.2367192732625,-451.12067600251527,1789.1898593813298
2023-09-05,827.4933612358002,-241.50356644693298,1929.222836933655
2023-09-08,572.3902295726973,-541.4482766441706,1569.8332997151335
2023-09-09,1015.6867035106943,-164.59145780929367,2091.820853049568
2023-09-10,702.704472129666,-430.5129602226323,1812.933352824637
2023-09-11,660.6973678822486,-438.87420300175734,1784.7414933959853
2023-09-13,686.92626538644,-374.8239707328178,1808.5561953326878
2023-09-16,1017.147352171693,-55.17656296627229,2125.809393332838
2023-09-19,830.414658558814,-328.9308930761024,2001.842945904549
2023-09-21,603.7801077741524,-483.2118834584651,1640.0378984348658
2023-09-24,705.6257695396174,-394.8454196620076,1818.810765928344
2023-09-25,663.6186653096393,-509.5290513975679,1744.1642912796954
2023-09-26,831.875307289697,-212.10803199030752,1921.5480223224001
2023-09-28,605.2407565054876,-592.611044120204,1755.3460245100844
2023-09-29,576.7721756834085,-449.19752174877937,1651.8259228170748
2023-10-01,707.0864182852487,-393.4938493711956,1753.4477385415319
2023-10-02,665.0793140607727,-474.2592534095276,1751.7232548373195
2023-10-03,833.3359560454758,-245.36194005086003,1933.2299040236317
2023-10-04,691.3082116115119,-389.7342748783251,1744.2196238022022
2023-10-06,578.2328244498434,-494.4392580491203,1622.9707264220074
2023-10-07,1021.5292984106943,-55.953044427714765,2077.9103159369997
2023-10-08,708.5470671856132,-412.2942355104562,1914.5028012562439
2023-10-09,666.539963092901,-463.0382628466921,1719.7781979635845
2023-10-10,834.7966052121494,-352.14589495011967,1984.06333576295
2023-10-11,692.7688609094915,-377.2939655824494,1801.0358438754265
2023-10-13,579.6934740139278,-472.1175454899319,1664.0115381424164
2023-10-14,1022.9899481093553,-89.94536238783958,2065.081246643336
2023-10-15,710.0077168833651,-327.9072470110938,1765.5086507809456
2023-10-16,668.000612785982,-358.1730867885707,1721.442307194838
2023-10-18,694.2295105925496,-334.44208193351574,1814.551670109324
2023-10-21,1024.4505977762324,-109.09806038907121,2133.472612041557
2023-10-23,669.461262447898,-421.4982812323197,1705.9080439216418
2023-10-24,837.7179045614123,-260.1837270855228,1871.2180714172985
2023-10-27,582.6147733488691,-568.8137833441236,1703.1755765317307
2023-10-29,712.9290162072798,-335.1895614428343,1857.9304616645836
2023-10-31,839.1785540986856,-193.27937983100787,1884.8486091699112
2023-11-01,697.1508097295044,-405.7490174210016,1757.110402226169
2023-11-02,612.5440034571452,-473.25329304432216,1722.9259125711092
2023-11-03,584.0754227003704,-539.1875483220026,1648.5845041787645
2023-11-04,1027.3718967273915,-28.076539864667986,2215.248869732759
2023-11-07,840.6392033258968,-225.6978981510853,1961.52831705672
2023-11-08,698.6114589567047,-325.4884752406886,1766.1326410897482
2023-11-10,585.5360719275625,-526.6381935263323,1729.0626746105322
2023-11-12,715.8503146621124,-351.97306887644993,1807.484978967395
2023-11-14,842.0998525531081,-270.7595379220604,1914.628828287064
2023-11-15,700.072108184355,-328.3083038729391,1903.403377242569
2023-11-16,615.4653019110815,-489.7828416538306,1684.1524294955123
2023-11-17,586.9967211547613,-538.9076169925421,1635.68461697481
2023-11-20,675.3038597285848,-389.2319423186749,1723.8319106144454
2023-11-21,843.5605017803196,-186.84569754539484,1988.269740610708
2023-11-23,616.9259511377135,-489.4527628595435,1677.1754648588173
2023-11-27,676.7645089554198,-403.5082088328471,1720.111085258189
2023-11-28,845.0211510068206,-340.34396345933374,1929.4948598503854
2023-11-30,618.3866003643454,-427.4711087110329,1689.9608658230056
2023-12-01,589.9180196077698,-524.214762623338,1655.5739507733122
2023-12-02,1033.2144936348282,-46.26195937542069,2133.856000739923
2023-12-03,720.2322623421767,-378.4066673771606,1745.8295868403109
2023-12-04,678.2251581829621,-443.9296918151654,1838.8953388974107
2023-12-05,846.4818002347421,-210.72448742862127,1899.4864769621913
2023-12-06,704.4540558652611,-368.21624503797307,1815.5661019963147
2023-12-07,619.8472495916201,-452.8888746949885,1682.7573085494
2023-12-08,591.3786688349621,-480.7335685254521,1732.5435223767963
2023-12-09,1034.675142862049,8.924537306829857,2122.9741714330976
2023-12-10,721.692911569053,-372.631485853605,1695.1778350932802
2023-12-11,679.6858074105044,-407.98987313268003,1865.7919001374182
2023-12-12,847.9424494606608,-293.5865591724576,1926.5420119536705
2023-12-13,705.9147050918891,-358.6441977186551,1711.7309231431107
2023-12-16,1036.1357920889604,-73.43400307881102,2137.5827241263714
2023-12-17,723.1535607970095,-391.0629476596942,1900.24843312247
2023-12-18,681.1464566366323,-362.457823044249,1791.431555174417
2023-12-20,707.3753543190896,-404.04823579211245,1758.6185763326582
2023-12-23,1037.596441316181,-51.58210991370389,2148.6983556203113
2023-12-24,724.6142100238856,-346.151261525327,1833.7823233309418
2023-12-25,682.6071058641743,-381.2175310510941,1735.6794342796384
2023-12-27,708.8360035457174,-445.7905463424696,1855.9479962744037
2023-12-28,624.2291972725096,-414.8352122327412,1737.5030331643786
2023-12-29,595.7606165165454,-450.7598815454501,1644.7013421276124
2023-12-31,726.0748592501976,-324.9600997972434,1859.8155855856307
2024-01-01,684.0677550910094,-358.6477154644085,1696.214923814638
2024-01-02,852.3243971417126,-189.73602868270532,1973.6789850914356
2024-01-03,710.296652772918,-463.3466107782338,1731.4313106014038
2024-01-04,625.6898464994631,-398.78476206543456,1720.2381634301985
2024-01-05,597.2212657423553,-516.7971034036325,1662.364804790854
2024-01-06,1040.5177397700036,-60.40919517912457,2119.839640262447
2024-01-07,727.5355084770738,-319.65628960102873,1801.0010286426884
2024-01-08,685.5284043175575,-400.57147016428206,1792.3251165093723
2024-01-09,853.7850463689239,-222.51093924762426,2001.9343654269383
2024-01-10,711.7573019989736,-355.71689995067123,1840.6640165126187
2024-01-11,627.1504957260952,-479.5987607633321,1655.5303863760998
2024-01-12,598.6819149695541,-419.5458224207469,1691.574676204564
2024-01-13,1041.9783889967066,-55.18433172219785,2230.8876746729334
2024-01-14,728.9961577033857,-382.2767085983808,1760.226386878596
2024-01-15,686.9890535443924,-383.12534610036937,1767.8403169702685
2024-01-16,855.2456955961351,-251.17739421159598,2001.6049284187027
2024-01-17,713.2179512261739,-405.9318999463513,1817.5741076280244
2024-01-18,628.6111449530483,-388.9591612129386,1673.0137440444616
2024-01-19,600.1425641967528,-463.31674920406954,1690.7916170353526
2024-01-20,1043.439038223618,10.861905476072192,2069.3006134066745
2024-01-21,730.4568069308262,-283.95807053311677,1845.6635554678187
2024-01-22,688.4497027712274,-347.08491838707454,1826.1700577406532
2024-01-23,856.7063448226362,-208.58919175116242,1954.995994356954
2024-01-24,714.6786004538242,-383.77546778941365,1815.1910078133278
2024-01-25,630.0717941796804,-393.54292344292935,1703.4185318002703
2024-01-26,601.603213423945,-421.498137443013,1608.5143186803703
2024-01-27,1044.8996874505292,-57.11136242609131,2134.1048985473835
2024-01-28,731.9174561571382,-323.50801002301444,1888.5884186500855
2024-01-29,689.9103519977755,-423.17017769031764,1779.1705260012354
2024-01-30,858.1669940491373,-204.19951899833245,1916.486851009173
2024-01-31,716.1392496804522,-301.88352546778924,1784.0906343045651
